139.59.125.96 - - [31/Oct/2022:02:04:38 +0000] "GET / HTTP/1.1" 200 16351 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/70.0.3538.77 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:06:27 +0000] "GET / HTTP/1.1" 200 4618 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:06:27 +0000] "GET /static/admin/css/fonts.css HTTP/1.1" 404 188 "http://20.249.3.11/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:06:27 +0000] "GET /favicon.ico HTTP/1.1" 404 964 "http://20.249.3.11/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:26 +0000] "GET /admin HTTP/1.1" 301 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:26 +0000] "GET /admin/ HTTP/1.1" 302 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:26 +0000] "GET /admin/login/?next=/admin/ HTTP/1.1" 200 874 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:27 +0000] "GET /static/admin/css/base.css HTTP/1.1" 404 188 "http://20.249.3.11/admin/login/?next=/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:27 +0000] "GET /static/admin/css/login.css HTTP/1.1" 404 188 "http://20.249.3.11/admin/login/?next=/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:27 +0000] "GET /static/admin/css/responsive.css HTTP/1.1" 404 188 "http://20.249.3.11/admin/login/?next=/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:41 +0000] "POST /admin/login/?next=/admin/ HTTP/1.1" 500 281001 "http://20.249.3.11/admin/login/?next=/admin/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:07:44 +0000] "GET /admin/login/?next=/admin/ HTTP/1.1" 200 876 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:56:36 +0000] "GET / HTTP/1.1" 200 4618 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
211.48.113.136 - - [31/Oct/2022:02:56:37 +0000] "GET /static/admin/css/fonts.css HTTP/1.1" 404 188 "http://20.249.3.11/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/107.0.0.0 Safari/537.36"
